zone_key,emission_factor_type,production_mode,datetime,value,source
TD,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TF,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TG,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TH,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TJ,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TL,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TM,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TN,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TO,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TR,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TT,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TW,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
TZ,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
UA-CR,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
UA,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
UG,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
US-AK-SEAPA,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
US-AK,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
US-HI-HA,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
US-HI-KA,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
US-HI-KH,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
US-HI-LA,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
US-HI-MA,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
US-HI-MO,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
US-HI-NI,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
UY,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
UZ,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
VC,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
VE,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
VI,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
VN-C,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
VN-N,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
VN-S,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
VN,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
VU,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
WS,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
XK,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
XX,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
YE,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
YT,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
ZA,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
ZM,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
ZW,lifecycle,biomass,9/9/2024 0:00:00,230,IPCC 2014
US-CAL-CISO,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-CAL-IID,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-CAL-LDWP,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-CAR-CPLE,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-CAR-SC,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-CAR-SCEG,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-CENT-SWPP,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-FLA-FPC,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-FLA-FPL,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-FLA-GVL,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-FLA-JEA,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-FLA-TEC,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-HI-OA,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-MIDA-PJM,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-MIDW-MISO,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-NE-ISNE,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-NW-AVA,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-NW-BPAT,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-NW-PACW,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-NW-PSEI,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-NW-TPWR,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-NY-NYIS,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-SE-SOCO,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-SW-AZPS,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-TEN-TVA,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-TEX-ERCO,lifecycle,biomass,9/9/2024 0:00:00,277.252,eGrid 2021; eGrid 2021
US-CAL-BANC,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-CAL-TIDC,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-CAR-CPLW,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-CAR-DUK,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-CAR-YAD,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-CENT-SPA,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-FLA-FMPP,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-FLA-HST,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-FLA-SEC,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-FLA-TAL,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-MIDW-AECI,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-MIDW-LGEE,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-CHPD,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-DOPD,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-GCPD,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-GRID,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-IPCO,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-NEVP,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-NWMT,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-PACE,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-PGE,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-PSCO,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-SCL,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-WACM,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-NW-WAUW,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-SE-SEPA,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-SW-EPE,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-SW-PNM,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-SW-SRP,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-SW-TEPC,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US-SW-WALC,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
US,lifecycle,biomass,9/9/2024 0:00:00,285.8412641,eGrid 2020
AD,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AF,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AG,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AL,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-LH,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-NSW,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-NT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-QLD,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-SA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-TAS-CBI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-TAS-FI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-TAS-KI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-TAS,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-VIC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-WA-RI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU-WA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AU,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AW,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AX,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
AZ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BB,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BD,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BF,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BG,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BH,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BJ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BN,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BR-CS,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BR-N,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BR-NE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BR-S,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BS,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BW,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BY,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
BZ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-AB,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-BC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-MB,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-NB,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-NL-LB,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-NL-NF,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-NS,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-NT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-NU,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-ON,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-PE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-QC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-SK,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CA-YT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CD,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CF,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CG,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CH,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CL-CHP,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CL-SEA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CL-SEM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CL-SEN,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CN,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CU,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CV,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CY,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
CZ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
DE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
DJ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
DK-BHM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
DK-DK1,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
DK-DK2,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
DK,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
DM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
DO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
DZ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
EC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
EE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
EG,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
EH,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ER,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-CE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-CN-FVLZ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-CN-GC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-CN-HI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-CN-IG,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-CN-LP,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-CN-TE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-IB-FO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-IB-IZ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-IB-MA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-IB-ME,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES-ML,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ES,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ET,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
FI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
FJ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
FK,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
FM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
FO-MI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
FO-SI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
FO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
FR-COR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
FR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GB-NIR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GB-ORK,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GB-ZET,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GB,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GF,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GH,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GL,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GN,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GP,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GQ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GS,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GU,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GW,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
GY,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
HK,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
HM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
HN,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
HR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
HT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
HU,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ID,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IL,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-AN,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-DL,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-EA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-HP,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-KA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-MH,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-NE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-NO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-PB,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-SO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-UP,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-UT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN-WE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IN,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IQ-KUR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IQ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IS,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IT-CNO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IT-CSO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IT-NO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IT-SAR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IT-SIC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IT-SO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
IT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JP-CB,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JP-CG,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JP-HKD,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JP-HR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JP-KN,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JP-KY,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JP-ON,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JP-SK,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JP-TH,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JP-TK,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
JP,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
KE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
KG,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
KH,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
KM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
KP,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
KR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
KW,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
KZ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
LA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
LB,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
LC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
LI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
LK,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
LR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
LS,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
LT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
LU,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
LV,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
LY,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MD,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ME,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MG,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MK,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
ML,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MN,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MQ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MU,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MW,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MX-BC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MX-BCS,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MX-CE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MX-NE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MX-NO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MX-NW,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MX-OC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MX-OR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MX-PN,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MX,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MY-EM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MY-WM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
MZ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NG,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NKR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NL,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NO-NO1,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NO-NO2,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NO-NO3,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NO-NO4,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NO-NO5,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NO,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NP,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NZ-NZA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NZ-NZC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NZ-NZST,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
NZ,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
OM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PF,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PG,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PH-LU,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PH-MI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PH-VI,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PH,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PK,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PL,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PM,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PR,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PS,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PT-AC,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PT-MA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PT,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PW,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
PY,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
QA,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
RE,direct,nuclear,9/9/2024 0:00:00,0,IPCC 2014
