zone_key,emission_factor_type,production_mode,datetime,value,source
VN-C,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
VN-N,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
VN-S,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
VN,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
VU,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
WS,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
XK,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
XX,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
YE,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
YT,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
ZA,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
ZM,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
ZW,direct,oil,9/9/2024 0:00:00,406,EIA 2020/BEIS 2021
US-NY-NYIS,direct,oil,9/9/2024 0:00:00,503.5,eGrid 2021
US-CAL-CISO,direct,oil,9/9/2024 0:00:00,1120.25,eGrid 2021
US-NE-ISNE,lifecycle,oil,9/9/2024 0:00:00,1025.56,eGrid 2021; IPCC 2014
IE,lifecycle,oil,9/9/2024 0:00:00,1228.56,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-FLA-FPL,lifecycle,oil,9/9/2024 0:00:00,694.53,eGrid 2021; IPCC 2014
US-FLA-FPL,direct,oil,9/9/2024 0:00:00,450.53,eGrid 2021
US-FLA-FMPP,lifecycle,oil,9/9/2024 0:00:00,1035.37,eGrid 2021; IPCC 2014
US-NE-ISNE,direct,oil,9/9/2024 0:00:00,781.56,eGrid 2021
IE,direct,oil,9/9/2024 0:00:00,984.56,"EU-ETS, ENTSO-E 2022"
US-HI-KA,direct,oil,9/9/2024 0:00:00,741.34,eGrid 2021
US-HI-KA,lifecycle,oil,9/9/2024 0:00:00,985.34,eGrid 2021; IPCC 2014
IT-CNO,lifecycle,oil,9/9/2024 0:00:00,1102.74,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT-CSO,lifecycle,oil,9/9/2024 0:00:00,1102.74,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT-NO,lifecycle,oil,9/9/2024 0:00:00,1102.74,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT-SAR,lifecycle,oil,9/9/2024 0:00:00,1102.74,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT-SIC,lifecycle,oil,9/9/2024 0:00:00,1102.74,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT-SO,lifecycle,oil,9/9/2024 0:00:00,1102.74,"EU-ETS, ENTSO-E 2022; IPCC 2014"
IT,lifecycle,oil,9/9/2024 0:00:00,1102.74,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-FLA-FMPP,direct,oil,9/9/2024 0:00:00,791.37,eGrid 2021
US-FLA-FPC,lifecycle,oil,9/9/2024 0:00:00,898.9,eGrid 2021; IPCC 2014
US-HI-HA,direct,oil,9/9/2024 0:00:00,776.65,eGrid 2021
US-FLA-FPC,direct,oil,9/9/2024 0:00:00,654.9,eGrid 2021
US-NW-NWMT,lifecycle,oil,9/9/2024 0:00:00,1074.05,eGrid 2021; IPCC 2014
US-HI-HA,lifecycle,oil,9/9/2024 0:00:00,1020.65,eGrid 2021; IPCC 2014
DK-BHM,lifecycle,oil,9/9/2024 0:00:00,1437.42,"EU-ETS, ENTSO-E 2022; IPCC 2014"
DK-DK1,lifecycle,oil,9/9/2024 0:00:00,1437.42,"EU-ETS, ENTSO-E 2022; IPCC 2014"
DK-DK2,lifecycle,oil,9/9/2024 0:00:00,1437.42,"EU-ETS, ENTSO-E 2022; IPCC 2014"
DK,lifecycle,oil,9/9/2024 0:00:00,1437.42,"EU-ETS, ENTSO-E 2022; IPCC 2014"
DK-BHM,direct,oil,9/9/2024 0:00:00,1193.42,"EU-ETS, ENTSO-E 2022"
DK-DK1,direct,oil,9/9/2024 0:00:00,1193.42,"EU-ETS, ENTSO-E 2022"
DK-DK2,direct,oil,9/9/2024 0:00:00,1193.42,"EU-ETS, ENTSO-E 2022"
DK,direct,oil,9/9/2024 0:00:00,1193.42,"EU-ETS, ENTSO-E 2022"
US-TEX-ERCO,lifecycle,oil,9/9/2024 0:00:00,1312.73,eGrid 2021; IPCC 2014
US-TEX-ERCO,direct,oil,9/9/2024 0:00:00,1068.73,eGrid 2021
IT-CNO,direct,oil,9/9/2024 0:00:00,858.74,"EU-ETS, ENTSO-E 2022"
IT-CSO,direct,oil,9/9/2024 0:00:00,858.74,"EU-ETS, ENTSO-E 2022"
IT-NO,direct,oil,9/9/2024 0:00:00,858.74,"EU-ETS, ENTSO-E 2022"
IT-SAR,direct,oil,9/9/2024 0:00:00,858.74,"EU-ETS, ENTSO-E 2022"
IT-SIC,direct,oil,9/9/2024 0:00:00,858.74,"EU-ETS, ENTSO-E 2022"
IT-SO,direct,oil,9/9/2024 0:00:00,858.74,"EU-ETS, ENTSO-E 2022"
IT,direct,oil,9/9/2024 0:00:00,858.74,"EU-ETS, ENTSO-E 2022"
US-MIDA-PJM,direct,oil,9/9/2024 0:00:00,970.02,eGrid 2021
US-CENT-SWPP,lifecycle,oil,9/9/2024 0:00:00,1559.85,eGrid 2021; IPCC 2014
US-CENT-SWPP,direct,oil,9/9/2024 0:00:00,1315.85,eGrid 2021
US-NW-NWMT,direct,oil,9/9/2024 0:00:00,830.05,eGrid 2021
US-MIDW-MISO,direct,oil,9/9/2024 0:00:00,613.58,eGrid 2021
HU,direct,oil,9/9/2024 0:00:00,837.58,"EU-ETS, ENTSO-E 2022"
US-HI-MA,direct,oil,9/9/2024 0:00:00,774.83,eGrid 2021
US-MIDW-MISO,lifecycle,oil,9/9/2024 0:00:00,857.58,eGrid 2021; IPCC 2014
US-HI-MA,lifecycle,oil,9/9/2024 0:00:00,1018.83,eGrid 2021; IPCC 2014
US-CAL-BANC,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-CAL-IID,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-CAL-LDWP,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-CAL-TIDC,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-CAR-CPLE,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-CAR-CPLW,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-CAR-DUK,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-CAR-SC,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-CAR-SCEG,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-CAR-YAD,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-CENT-SPA,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-FLA-GVL,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-FLA-HST,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-FLA-JEA,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-FLA-SEC,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-FLA-TAL,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-FLA-TEC,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-MIDW-LGEE,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-AVA,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-BPAT,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-CHPD,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-DOPD,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-GCPD,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-GRID,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-IPCO,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-NEVP,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-PACE,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-PACW,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-PGE,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-PSCO,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-PSEI,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-SCL,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-TPWR,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-NW-WAUW,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-SE-SEPA,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-SW-AZPS,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-SW-EPE,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-SW-PNM,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-SW-SRP,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-SW-TEPC,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US-SW-WALC,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
US,direct,oil,9/9/2024 0:00:00,803.8986689,eGrid 2020
CY,direct,oil,9/9/2024 0:00:00,709.61,"EU-ETS, TSOC 2021 Report"
US-HI-OA,direct,oil,9/9/2024 0:00:00,746.36,eGrid 2021
CY,lifecycle,oil,9/9/2024 0:00:00,953.61,"EU-ETS, TSOC 2021 Report; IPCC 2014"
US-HI-OA,lifecycle,oil,9/9/2024 0:00:00,990.36,eGrid 2021; IPCC 2014
US-MIDW-AECI,lifecycle,oil,9/9/2024 0:00:00,908.14,eGrid 2021; IPCC 2014
US-MIDW-AECI,direct,oil,9/9/2024 0:00:00,664.14,eGrid 2021
AT,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
AX,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
BE,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
BG,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
CZ,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
DE,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
EE,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
ES-CN-FVLZ,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
ES-CN-GC,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
ES-CN-HI,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
ES-CN-IG,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
ES-CN-LP,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
ES-CN-TE,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
ES-IB-FO,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
ES-IB-IZ,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
ES-IB-MA,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
ES-IB-ME,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
ES,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
FI,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
FO-MI,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
FO-SI,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
FO,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
GR,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
HR,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
LT,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
LU,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
LV,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
MT,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
NL,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
PL,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
PT-AC,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
PT-MA,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
PT,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
RO,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
SE-SE1,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
SE-SE2,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
SE-SE3,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
SE-SE4,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
SE,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
SI,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
SK,direct,oil,9/9/2024 0:00:00,925.95,"EU-ETS, ENTSO-E 2022"
PR,direct,oil,9/9/2024 0:00:00,786.0859158,eGrid 2020
US-MIDA-PJM,lifecycle,oil,9/9/2024 0:00:00,1214.02,eGrid 2021; IPCC 2014
HU,lifecycle,oil,9/9/2024 0:00:00,1081.58,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US,lifecycle,oil,9/9/2024 0:00:00,1047.898669,eGrid 2020; IPCC 2014
US-SE-SOCO,direct,oil,9/9/2024 0:00:00,554.57,eGrid 2021
US-SE-SOCO,lifecycle,oil,9/9/2024 0:00:00,798.57,eGrid 2021; IPCC 2014
US-TEN-TVA,direct,oil,9/9/2024 0:00:00,472.7975672,eGrid 2020
AT,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
AX,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
BE,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
BG,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
CZ,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
DE,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
EE,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-CN-FVLZ,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-CN-GC,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-CN-HI,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-CN-IG,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-CN-LP,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-CN-TE,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-IB-FO,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-IB-IZ,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-IB-MA,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES-IB-ME,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
ES,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
FI,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
FO-MI,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
FO-SI,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
FO,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
GR,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
HR,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
LT,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
LU,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
LV,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
MT,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
NL,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
PL,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
PT-AC,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
PT-MA,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
PT,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
RO,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
SE-SE1,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
SE-SE2,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
SE-SE3,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
SE-SE4,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
SE,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
SI,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
SK,lifecycle,oil,9/9/2024 0:00:00,1169.95,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-NW-WACM,direct,oil,9/9/2024 0:00:00,938.88,eGrid 2021
US-AK,lifecycle,oil,9/9/2024 0:00:00,907.88,eGrid 2021; IPCC 2014
US-AK,direct,oil,9/9/2024 0:00:00,663.88,eGrid 2021
US-TEN-TVA,lifecycle,oil,9/9/2024 0:00:00,716.7975672,eGrid 2020; IPCC 2014
FR-COR,lifecycle,oil,9/9/2024 0:00:00,999.44,"EU-ETS, ENTSO-E 2022; IPCC 2014"
FR,lifecycle,oil,9/9/2024 0:00:00,999.44,"EU-ETS, ENTSO-E 2022; IPCC 2014"
US-NW-WACM,lifecycle,oil,9/9/2024 0:00:00,1182.88,eGrid 2021; IPCC 2014
FR-COR,direct,oil,9/9/2024 0:00:00,755.44,"EU-ETS, ENTSO-E 2022"
FR,direct,oil,9/9/2024 0:00:00,755.44,"EU-ETS, ENTSO-E 2022"
AD,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AE,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AF,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AG,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AL,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AM,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AO,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AR,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-LH,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-NSW,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-NT,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-QLD,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-SA,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-TAS-CBI,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-TAS-FI,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-TAS-KI,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-TAS,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-VIC,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-WA-RI,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU-WA,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AU,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AW,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
AZ,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BA,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BB,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BD,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BF,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BH,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BI,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BJ,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BN,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BO,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BR-CS,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BR-N,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BR-NE,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BR-S,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BR,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BS,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BT,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BW,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BY,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
BZ,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-AB,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-BC,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-MB,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-NB,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-NL-LB,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-NL-NF,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-NS,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-NT,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-NU,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-ON,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-PE,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-QC,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-SK,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CA-YT,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CD,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CF,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CG,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CH,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CI,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CL-CHP,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CL-SEA,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CL-SEM,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CL-SEN,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CM,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CN,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CO,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CR,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CU,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
CV,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
DJ,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
DM,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
DO,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
DZ,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
EC,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
EG,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
EH,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
ER,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
ES-CE,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
ES-ML,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
ET,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
FJ,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
FK,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
FM,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GA,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GB-NIR,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GB-ORK,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GB-ZET,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GB,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GE,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GF,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GH,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GI,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GL,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GM,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GN,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GP,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
GQ,lifecycle,coal,9/9/2024 0:00:00,820,IPCC 2014
